date,product_id,currency,price
20160101,1,EUR,247.0
20160101,1,EUR,248.0
20160101,1,EUR,249.0
20160101,1,EUR,250.0
20160101,1,EUR,251.0
20160101,1,EUR,252.0
20160101,1,EUR,253.0
20160101,1,EUR,254.0
20160101,1,EUR,255.0
20160101,1,EUR,256.0
20160101,1,EUR,257.0
20160101,1,EUR,258.0
20160101,1,EUR,259.0
20160101,1,EUR,260.0
20160101,1,EUR,261.0
20160101,1,EUR,262.0
20160101,1,EUR,263.0
20160101,1,EUR,264.0
20160101,1,EUR,265.0
20160101,1,EUR,266.0
20160101,1,EUR,267.0
20160101,1,EUR,268.0
20160101,1,EUR,269.0
20160101,1,EUR,270.0
20160101,1,EUR,271.0
20160101,1,EUR,272.0
20160101,1,EUR,273.0
20160101,1,EUR,274.0
20160101,1,EUR,275.0
20160101,1,EUR,276.0
20160101,1,EUR,277.0
20160101,1,EUR,278.0
20160101,1,EUR,279.0
20160101,1,EUR,280.0
20160101,1,EUR,281.0
20160101,1,EUR,282.0
20160101,1,EUR,283.0
20160101,1,EUR,284.0
20160101,1,EUR,285.0
20160101,1,EUR,286.0
20160101,1,EUR,287.0
20160101,1,EUR,288.0
20160101,1,EUR,289.0
20160101,1,EUR,290.0
20160101,1,EUR,291.0
20160101,1,EUR,292.0
20160101,1,EUR,293.0
20160101,1,EUR,294.0
20160101,1,EUR,295.0
20160101,1,EUR,296.0
20160101,1,EUR,297.0
20160101,1,EUR,298.0
20160101,1,EUR,299.0
20160101,1,EUR,300.0
20160101,1,EUR,301.0
20160101,1,EUR,302.0
20160101,1,EUR,303.0
20160101,1,EUR,304.0
20160101,1,EUR,305.0
20160101,1,EUR,306.0
20160101,1,EUR,307.0
20160101,1,EUR,308.0
20160101,1,EUR,309.0
20160101,1,EUR,310.0
20160101,1,EUR,311.0
20160101,1,EUR,312.0
20160101,1,EUR,313.0
20160101,1,EUR,314.0
20160101,1,EUR,315.0
20160101,1,EUR,316.0
20160101,1,EUR,317.0
20160101,1,EUR,318.0
20160101,1,EUR,319.0
20160101,1,EUR,320.0
20160101,1,EUR,321.0
20160101,1,EUR,322.0
20160101,1,EUR,323.0
20160101,1,EUR,324.0
20160101,1,EUR,325.0
20160101,1,EUR,326.0
20160101,1,EUR,327.0
20160101,1,EUR,328.0
20160101,1,EUR,329.0
20160101,1,EUR,330.0
20160101,1,EUR,331.0
20160101,1,EUR,332.0
20160101,1,EUR,333.0
20160101,1,EUR,334.0
20160101,1,EUR,335.0
20160101,1,EUR,336.0
20160101,1,EUR,337.0
20160101,1,EUR,338.0
20160101,1,EUR,339.0
20160101,1,EUR,340.0
20160101,1,EUR,341.0
20160101,1,EUR,342.0
20160101,1,EUR,343.0
20160101,1,EUR,344.0
20160101,1,EUR,345.0
20160101,1,EUR,346.0
20160101,1,EUR,347.0
20160101,1,EUR,348.0
20160101,1,EUR,349.0
20160101,1,EUR,350.0
20160101,1,EUR,351.0
20160101,1,EUR,352.0
20160101,1,EUR,353.0
20160101,1,EUR,354.0
20160101,1,EUR,355.0
20160101,1,EUR,356.0
20160101,1,EUR,357.0
20160101,1,EUR,358.0
20160101,1,EUR,359.0
20160101,1,EUR,360.0
20160101,1,EUR,361.0
20160101,1,EUR,362.0
20160101,1,EUR,363.0
20160101,1,EUR,364.0
20160101,1,EUR,365.0
20160101,1,EUR,366.0
20160101,1,EUR,367.0
20160101,1,EUR,368.0
20160101,1,EUR,369.0
20160101,1,EUR,370.0
20160101,1,EUR,371.0
20160101,1,EUR,372.0
20160101,1,EUR,373.0
20160101,1,EUR,374.0
20160101,1,EUR,375.0
20160101,1,EUR,376.0
20160101,1,EUR,377.0
20160101,1,EUR,378.0
20160101,1,EUR,379.0
20160101,1,EUR,380.0
20160101,1,EUR,381.0
20160101,1,EUR,382.0
20160101,1,EUR,383.0
20160101,1,EUR,384.0
20160101,1,EUR,385.0
20160101,1,EUR,386.0
20160101,1,EUR,387.0
20160101,1,EUR,388.0
20160101,1,EUR,389.0
20160101,1,EUR,390.0
20160101,1,EUR,391.0
20160101,1,EUR,392.0
20160101,1,EUR,393.0
20160101,1,EUR,394.0
20160101,1,EUR,395.0
20160101,1,EUR,396.0
20160101,1,EUR,397.0
20160101,1,EUR,398.0
20160101,1,EUR,399.0
20160101,1,EUR,400.0
20160101,1,EUR,401.0
20160101,1,EUR,402.0
20160101,1,EUR,403.0
20160101,1,EUR,404.0
20160101,1,EUR,405.0
20160101,1,EUR,406.0
20160101,1,EUR,407.0
20160101,1,EUR,408.0
20160101,1,EUR,409.0
20160101,1,EUR,410.0
20160101,1,EUR,411.0
20160101,1,EUR,412.0
20160101,1,EUR,413.0
20160101,1,EUR,414.0
20160101,1,EUR,415.0
20160101,1,EUR,416.0
20160101,1,EUR,417.0
20160101,1,EUR,418.0
20160101,1,EUR,419.0
20160101,1,EUR,420.0
20160101,1,EUR,421.0
20160101,1,EUR,422.0
20160101,1,EUR,423.0
20160101,1,EUR,424.0
20160101,1,EUR,425.0
20160101,1,EUR,426.0
20160101,1,EUR,427.0
20160101,1,EUR,428.0
20160101,1,EUR,429.0
20160101,1,EUR,430.0
20160101,1,EUR,431.0
20160101,1,EUR,432.0
20160101,1,EUR,433.0
20160101,1,EUR,434.0
20160101,1,EUR,435.0
20160101,1,EUR,436.0
20160101,1,EUR,437.0
20160101,1,EUR,438.0
20160101,1,EUR,439.0
20160101,1,EUR,440.0
20160101,1,EUR,441.0
20160101,1,EUR,442.0
20160101,1,EUR,443.0
20160101,1,EUR,444.0
20160101,1,EUR,445.0
20160101,1,EUR,446.0
20160101,1,EUR,447.0
20160101,1,EUR,448.0
20160101,1,EUR,449.0
20160101,1,EUR,450.0
20160101,1,EUR,451.0
20160101,1,EUR,452.0
20160101,1,EUR,453.0
20160101,1,EUR,454.0
20160101,1,EUR,455.0
20160101,1,EUR,456.0
20160101,1,EUR,457.0
20160101,1,EUR,458.0
20160101,1,EUR,459.0
20160101,1,EUR,460.0
20160101,1,EUR,461.0
20160101,1,EUR,462.0
20160101,1,EUR,463.0
20160101,1,EUR,464.0
20160101,1,EUR,465.0
20160101,1,EUR,466.0
20160101,1,EUR,467.0
20160101,1,EUR,468.0
20160101,1,EUR,469.0
20160101,1,EUR,470.0
20160101,1,EUR,471.0
20160101,1,EUR,472.0
20160101,1,EUR,473.0
20160101,1,EUR,474.0
20160101,1,EUR,475.0
20160101,1,EUR,476.0
20160101,1,EUR,477.0
20160101,1,EUR,478.0
20160101,1,EUR,479.0
20160101,1,EUR,480.0
20160101,1,EUR,481.0
20160101,1,EUR,482.0
20160101,1,EUR,483.0
20160101,1,EUR,484.0
20160101,1,EUR,485.0
20160101,1,EUR,486.0
20160101,1,EUR,487.0
20160101,1,EUR,488.0
20160101,1,EUR,489.0
20160101,1,EUR,490.0
20160101,1,EUR,491.0
20160101,1,EUR,492.0
20160101,1,EUR,493.0
20160101,1,EUR,494.0
20160101,1,EUR,495.0
20160101,1,EUR,496.0
20160101,1,EUR,497.0
20160101,1,EUR,498.0
20160101,1,EUR,499.0
20160101,1,EUR,500.0
20160101,1,EUR,501.0
20160101,1,EUR,502.0
20160101,1,EUR,503.0
20160101,1,EUR,504.0
20160101,1,EUR,505.0
20160101,1,EUR,506.0
20160101,1,EUR,507.0
20160101,1,EUR,508.0
20160101,1,EUR,509.0
20160101,1,EUR,510.0
20160101,1,EUR,511.0
20160101,1,EUR,512.0
20160101,1,EUR,513.0
20160101,1,EUR,514.0
20160101,1,EUR,515.0
20160101,1,EUR,516.0
20160101,1,EUR,517.0
20160101,1,EUR,518.0
20160101,1,EUR,519.0
20160101,1,EUR,520.0
20160101,1,EUR,521.0
20160101,1,EUR,522.0
20160101,1,EUR,523.0
20160101,1,EUR,524.0
20160101,1,EUR,525.0
20160101,1,EUR,526.0
20160101,1,EUR,527.0
20160101,1,EUR,528.0
20160101,1,EUR,529.0
20160101,1,EUR,530.0
20160101,1,EUR,531.0
20160101,1,EUR,532.0
20160101,1,EUR,533.0
20160101,1,EUR,534.0
20160101,1,EUR,535.0
20160101,1,EUR,536.0
20160101,1,EUR,537.0
20160101,1,EUR,538.0
20160101,1,EUR,539.0
20160101,1,EUR,540.0
20160101,1,EUR,541.0
20160101,1,EUR,542.0
20160101,1,EUR,543.0
20160101,1,EUR,544.0
20160101,1,EUR,545.0
20160101,1,EUR,546.0
20160101,1,EUR,547.0
20160101,1,EUR,548.0
20160101,1,EUR,549.0
20160101,1,EUR,550.0
20160101,1,EUR,551.0
20160101,1,EUR,552.0
20160101,1,EUR,553.0
20160101,1,EUR,554.0
20160101,1,EUR,555.0
20160101,1,EUR,556.0
20160101,1,EUR,557.0
20160101,1,EUR,558.0
20160101,1,EUR,559.0
20160101,1,EUR,560.0
20160101,1,EUR,561.0
20160101,1,EUR,562.0
20160101,1,EUR,563.0
20160101,1,EUR,564.0
20160101,1,EUR,565.0
20160101,1,EUR,566.0
20160101,1,EUR,567.0
20160101,1,EUR,568.0
20160101,1,EUR,569.0
20160101,1,EUR,570.0
20160101,1,EUR,571.0
20160101,1,EUR,572.0
20160101,1,EUR,573.0
20160101,1,EUR,574.0
20160101,1,EUR,575.0
20160101,1,EUR,576.0
20160101,1,EUR,577.0
20160101,1,EUR,578.0
20160101,1,EUR,579.0
20160101,1,EUR,580.0
20160101,1,EUR,581.0
20160101,1,EUR,582.0
20160101,1,EUR,583.0
20160101,1,EUR,584.0
20160101,1,EUR,585.0
20160101,1,EUR,586.0
20160101,1,EUR,587.0
20160101,1,EUR,588.0
20160101,1,EUR,589.0
20160101,1,EUR,590.0
20160101,1,EUR,591.0
20160101,1,EUR,592.0
20160101,1,EUR,593.0
20160101,1,EUR,594.0
20160101,1,EUR,595.0
20160101,1,EUR,596.0
20160101,1,EUR,597.0
20160101,1,EUR,598.0
20160101,1,EUR,599.0
20160101,1,EUR,600.0
20160101,1,EUR,601.0
20160101,1,EUR,602.0
20160101,1,EUR,603.0
20160101,1,EUR,604.0
20160101,1,EUR,605.0
20160101,1,EUR,606.0
20160101,1,EUR,607.0
20160101,1,EUR,608.0
20160101,1,EUR,609.0
20160101,1,EUR,610.0
20160101,1,EUR,611.0
20160101,1,EUR,612.0
20160101,1,EUR,613.0
20160101,1,EUR,614.0
20160101,1,EUR,615.0
20160101,1,EUR,616.0
20160101,1,EUR,617.0
20160101,1,EUR,618.0
20160101,1,EUR,619.0
20160101,1,EUR,620.0
20160101,1,EUR,621.0
20160101,1,EUR,622.0
20160101,1,EUR,623.0
20160101,1,EUR,624.0
20160101,1,EUR,625.0
20160101,1,EUR,626.0
20160101,1,EUR,627.0
20160101,1,EUR,628.0
20160101,1,EUR,629.0
20160101,1,EUR,630.0
20160101,1,EUR,631.0
20160101,1,EUR,632.0
20160101,1,EUR,633.0
20160101,1,EUR,634.0
20160101,1,EUR,635.0
20160101,1,EUR,636.0
20160101,1,EUR,637.0
20160101,1,EUR,638.0
20160101,1,EUR,639.0
20160101,1,EUR,640.0
20160101,1,EUR,641.0
20160101,1,EUR,642.0
20160101,1,EUR,643.0
20160101,1,EUR,644.0
20160101,1,EUR,645.0
20160101,1,EUR,646.0
20160101,1,EUR,647.0
20160101,1,EUR,648.0
20160101,1,EUR,649.0
20160101,1,EUR,650.0
20160101,1,EUR,651.0
20160101,1,EUR,652.0
20160101,1,EUR,653.0
20160101,1,EUR,654.0
20160101,1,EUR,655.0
20160101,1,EUR,656.0
20160101,1,EUR,657.0
20160101,1,EUR,658.0
20160101,1,EUR,659.0
20160101,1,EUR,660.0
20160101,1,EUR,661.0
20160101,1,EUR,662.0
20160101,1,EUR,663.0
20160101,1,EUR,664.0
20160101,1,EUR,665.0
20160101,1,EUR,666.0
20160101,1,EUR,667.0
20160101,1,EUR,668.0
20160101,1,EUR,669.0
20160101,1,EUR,670.0
20160101,1,EUR,671.0
20160101,1,EUR,672.0
20160101,1,EUR,673.0
20160101,1,EUR,674.0
20160101,1,EUR,675.0
20160101,1,EUR,676.0
20160101,1,EUR,677.0
20160101,1,EUR,678.0
20160101,1,EUR,679.0
20160101,1,EUR,680.0
20160101,1,EUR,681.0
20160101,1,EUR,682.0
20160101,1,EUR,683.0
20160101,1,EUR,684.0
20160101,1,EUR,685.0
20160101,1,EUR,686.0
20160101,1,EUR,687.0
20160101,1,EUR,688.0
20160101,1,EUR,689.0
20160101,1,EUR,690.0
20160101,1,EUR,691.0
20160101,1,EUR,692.0
20160101,1,EUR,693.0
20160101,1,EUR,694.0
20160101,1,EUR,695.0
20160101,1,EUR,696.0
20160101,1,EUR,697.0
20160101,1,EUR,698.0
20160101,1,EUR,699.0
20160101,1,EUR,700.0
20160101,1,EUR,701.0
20160101,1,EUR,702.0
20160101,1,EUR,703.0
20160101,1,EUR,704.0
20160101,1,EUR,705.0
20160101,1,EUR,706.0
20160101,1,EUR,707.0
20160101,1,EUR,708.0
20160101,1,EUR,709.0
20160101,1,EUR,710.0
20160101,1,EUR,711.0
20160101,1,EUR,712.0
20160101,1,EUR,713.0
20160101,1,EUR,714.0
20160101,1,EUR,715.0
20160101,1,EUR,716.0
20160101,1,EUR,717.0
20160101,1,EUR,718.0
20160101,1,EUR,719.0
20160101,1,EUR,720.0
20160101,1,EUR,721.0
20160101,1,EUR,722.0
20160101,1,EUR,723.0
20160101,1,EUR,724.0
20160101,1,EUR,725.0
20160101,1,EUR,726.0
20160101,1,EUR,727.0
20160101,1,EUR,728.0
20160101,1,EUR,729.0
20160101,1,EUR,730.0
20160101,1,EUR,731.0
20160101,1,EUR,732.0
20160101,1,EUR,733.0
20160101,1,EUR,734.0
20160101,1,EUR,735.0
20160101,1,EUR,736.0
20160101,1,EUR,737.0
20160101,1,EUR,738.0
20160101,1,EUR,739.0
20160101,1,EUR,740.0
20160101,1,EUR,741.0
20160101,1,EUR,742.0
20160101,1,EUR,743.0
20160101,1,EUR,744.0
20160101,1,EUR,745.0
20160101,1,EUR,746.0
20160101,1,EUR,747.0
20160101,1,EUR,748.0
20160101,1,EUR,749.0
20160101,1,EUR,750.0
20160101,1,EUR,751.0
20160101,1,EUR,752.0
20160101,1,EUR,753.0
20160101,1,EUR,754.0
20160101,1,EUR,755.0
20160101,1,EUR,756.0
20160101,1,EUR,757.0
20160101,1,EUR,758.0
20160101,1,EUR,759.0
20160101,1,EUR,760.0
20160101,1,EUR,761.0
20160101,1,EUR,762.0
20160101,1,EUR,763.0
20160101,1,EUR,764.0
20160101,1,EUR,765.0
20160101,1,EUR,766.0
20160101,1,EUR,767.0
20160101,1,EUR,768.0
20160101,1,EUR,769.0
20160101,1,EUR,770.0
20160101,1,EUR,771.0
20160101,1,EUR,772.0
20160101,1,EUR,773.0
20160101,1,EUR,774.0
20160101,1,EUR,775.0
20160101,1,EUR,776.0
20160101,1,EUR,777.0
20160101,1,EUR,778.0
20160101,1,EUR,779.0
20160101,1,EUR,780.0
20160101,1,EUR,781.0
20160101,1,EUR,782.0
20160101,1,EUR,783.0
20160101,1,EUR,784.0
20160101,1,EUR,785.0
20160101,1,EUR,786.0
20160101,1,EUR,787.0
20160101,1,EUR,788.0
20160101,1,EUR,789.0
20160101,1,EUR,790.0
20160101,1,EUR,791.0
20160101,1,EUR,792.0
20160101,1,EUR,793.0
20160101,1,EUR,794.0
20160101,1,EUR,795.0
20160101,1,EUR,796.0
20160101,1,EUR,797.0
20160101,1,EUR,798.0
20160101,1,EUR,799.0
20160101,1,EUR,800.0
20160101,1,EUR,801.0
20160101,1,EUR,802.0
20160101,1,EUR,803.0
20160101,1,EUR,804.0
20160101,1,EUR,805.0
20160101,1,EUR,806.0
20160101,1,EUR,807.0
20160101,1,EUR,808.0
20160101,1,EUR,809.0
20160101,1,EUR,810.0
20160101,1,EUR,811.0
20160101,1,EUR,812.0
20160101,1,EUR,813.0
20160101,1,EUR,814.0
20160101,1,EUR,815.0
20160101,1,EUR,816.0
20160101,1,EUR,817.0
20160101,1,EUR,818.0
20160101,1,EUR,819.0
20160101,1,EUR,820.0
20160101,1,EUR,821.0
20160101,1,EUR,822.0
20160101,1,EUR,823.0
20160101,1,EUR,824.0
20160101,1,EUR,825.0
20160101,1,EUR,826.0
20160101,1,EUR,827.0
20160101,1,EUR,828.0
20160101,1,EUR,829.0
20160101,1,EUR,830.0
20160101,1,EUR,831.0
20160101,1,EUR,832.0
20160101,1,EUR,833.0
20160101,1,EUR,834.0
20160101,1,EUR,835.0
20160101,1,EUR,836.0
20160101,1,EUR,837.0
20160101,1,EUR,838.0
20160101,1,EUR,839.0
20160101,1,EUR,840.0
20160101,1,EUR,841.0
20160101,1,EUR,842.0
20160101,1,EUR,843.0
20160101,1,EUR,844.0
20160101,1,EUR,845.0
20160101,1,EUR,846.0
20160101,1,EUR,847.0
20160101,1,EUR,848.0
20160101,1,EUR,849.0
20160101,1,EUR,850.0
20160101,1,EUR,851.0
20160101,1,EUR,852.0
20160101,1,EUR,853.0
20160101,1,EUR,854.0
20160101,1,EUR,855.0
20160101,1,EUR,856.0
20160101,1,EUR,857.0
20160101,1,EUR,858.0
20160101,1,EUR,859.0
20160101,1,EUR,860.0
20160101,1,EUR,861.0
20160101,1,EUR,862.0
20160101,1,EUR,863.0
20160101,1,EUR,864.0
20160101,1,EUR,865.0
20160101,1,EUR,866.0
20160101,1,EUR,867.0
20160101,1,EUR,868.0
20160101,1,EUR,869.0
20160101,1,EUR,870.0
20160101,1,EUR,871.0
20160101,1,EUR,872.0
20160101,1,EUR,873.0
20160101,1,EUR,874.0
20160101,1,EUR,875.0
20160101,1,EUR,876.0
20160101,1,EUR,877.0
20160101,1,EUR,878.0
20160101,1,EUR,879.0
20160101,1,EUR,880.0
20160101,1,EUR,881.0
20160101,1,EUR,882.0
20160101,1,EUR,883.0
20160101,1,EUR,884.0
20160101,1,EUR,885.0
20160101,1,EUR,886.0
20160101,1,EUR,887.0
20160101,1,EUR,888.0
20160101,1,EUR,889.0
20160101,1,EUR,890.0
20160101,1,EUR,891.0
20160101,1,EUR,892.0
20160101,1,EUR,893.0
20160101,1,EUR,894.0
20160101,1,EUR,895.0
20160101,1,EUR,896.0
20160101,1,EUR,897.0
20160101,1,EUR,898.0
20160101,1,EUR,899.0
20160101,1,EUR,900.0
20160101,1,EUR,901.0
20160101,1,EUR,902.0
20160101,1,EUR,903.0
20160101,1,EUR,904.0
20160101,1,EUR,905.0
20160101,1,EUR,906.0
20160101,1,EUR,907.0
20160101,1,EUR,908.0
20160101,1,EUR,909.0
20160101,1,EUR,910.0
20160101,1,EUR,911.0
20160101,1,EUR,912.0
20160101,1,EUR,913.0
20160101,1,EUR,914.0
20160101,1,EUR,915.0
20160101,1,EUR,916.0
20160101,1,EUR,917.0
20160101,1,EUR,918.0
20160101,1,EUR,919.0
20160101,1,EUR,920.0
20160101,1,EUR,921.0
20160101,1,EUR,922.0
20160101,1,EUR,923.0
20160101,1,EUR,924.0
20160101,1,EUR,925.0
20160101,1,EUR,926.0
20160101,1,EUR,927.0
20160101,1,EUR,928.0
20160101,1,EUR,929.0
20160101,1,EUR,930.0
20160101,1,EUR,931.0
20160101,1,EUR,932.0
20160101,1,EUR,933.0
20160101,1,EUR,934.0
20160101,1,EUR,935.0
20160101,1,EUR,936.0
20160101,1,EUR,937.0
20160101,1,EUR,938.0
20160101,1,EUR,939.0
20160101,1,EUR,940.0
20160101,1,EUR,941.0
20160101,1,EUR,942.0
20160101,1,EUR,943.0
20160101,1,EUR,944.0
20160101,1,EUR,945.0
20160101,1,EUR,946.0
20160101,1,EUR,947.0
20160101,1,EUR,948.0
20160101,1,EUR,949.0
20160101,1,EUR,950.0
20160101,1,EUR,951.0
20160101,1,EUR,952.0
20160101,1,EUR,953.0
20160101,1,EUR,954.0
20160101,1,EUR,955.0
20160101,1,EUR,956.0
20160101,1,EUR,957.0
20160101,1,EUR,958.0
20160101,1,EUR,959.0
20160101,1,EUR,960.0
20160101,1,EUR,961.0
20160101,1,EUR,962.0
20160101,1,EUR,963.0
20160101,1,EUR,964.0
20160101,1,EUR,965.0
20160101,1,EUR,966.0
20160101,1,EUR,967.0
20160101,1,EUR,968.0
20160101,1,EUR,969.0
20160101,1,EUR,970.0
20160101,1,EUR,971.0
20160101,1,EUR,972.0
20160101,1,EUR,973.0
20160101,1,EUR,974.0
20160101,1,EUR,975.0
20160101,1,EUR,976.0
20160101,1,EUR,977.0
20160101,1,EUR,978.0
20160101,1,EUR,979.0
20160101,1,EUR,980.0
20160101,1,EUR,981.0
20160101,1,EUR,982.0
20160101,1,EUR,983.0
20160101,1,EUR,984.0
20160101,1,EUR,985.0
20160101,1,EUR,986.0
20160101,1,EUR,987.0
20160101,1,EUR,988.0
20160101,1,EUR,989.0
20160101,1,EUR,990.0
20160101,1,EUR,991.0
20160101,1,EUR,992.0
20160101,1,EUR,993.0
20160101,1,EUR,994.0
20160101,1,EUR,995.0
20160101,1,EUR,996.0
20160101,1,EUR,997.0
20160101,1,EUR,998.0
